300,0.01922
301,0.222348
302,0.425476
303,0.628604
304,0.831732
305,1.03486
306,1.23799
307,1.44112
308,1.64424
309,1.84737
310,2.0505
311,2.62329
312,3.19608
313,3.76887
314,4.34166
315,4.91445
316,5.48724
317,6.06003
318,6.63282
319,7.20561
320,7.7784
321,8.47531
322,9.17222
323,9.86913
324,10.566
325,11.263
326,11.9599
327,12.6568
328,13.3537
329,14.0506
330,14.7475
331,15.0676
332,15.3876
333,15.7076
334,16.0277
335,16.3478
336,16.6678
337,16.9878
338,17.3079
339,17.628
340,17.948
341,18.2542
342,18.5603
343,18.8665
344,19.1727
345,19.4788
346,19.785
347,20.0912
348,20.3974
349,20.7035
350,21.0097
351,21.3029
352,21.5961
353,21.8894
354,22.1826
355,22.4758
356,22.769
357,23.0622
358,23.3555
359,23.6487
360,23.9419
361,24.2438
362,24.5457
363,24.8475
364,25.1494
365,25.4513
366,25.7532
367,26.0551
368,26.3569
369,26.6588
370,26.9607
371,26.7134
372,26.4661
373,26.2187
374,25.9714
375,25.7241
376,25.4768
377,25.2295
378,24.9821
379,24.7348
380,24.4875
381,25.0258
382,25.5641
383,26.1024
384,26.6407
385,27.179
386,27.7174
387,28.2557
388,28.794
389,29.3323
390,29.8706
391,31.8144
392,33.7581
393,35.7018
394,37.6456
395,39.5894
396,41.5331
397,43.4768
398,45.4206
399,47.3644
400,49.3081
401,50.0286
402,50.749
403,51.4695
404,52.19
405,52.9104
406,53.6309
407,54.3514
408,55.0719
409,55.7923
410,56.5128
411,56.8649
412,57.217
413,57.5691
414,57.9212
415,58.2733
416,58.6254
417,58.9775
418,59.3296
419,59.6817
420,60.0338
421,59.8122
422,59.5905
423,59.3689
424,59.1473
425,58.9256
426,58.704
427,58.4824
428,58.2608
429,58.0391
430,57.8175
431,59.5182
432,61.219
433,62.9197
434,64.6205
435,66.3212
436,68.0219
437,69.7227
438,71.4234
439,73.1242
440,74.8249
441,76.0671
442,77.3094
443,78.5516
444,79.7938
445,81.036
446,82.2783
447,83.5205
448,84.7627
449,86.005
450,87.2472
451,87.5837
452,87.9202
453,88.2567
454,88.5932
455,88.9297
456,89.2662
457,89.6027
458,89.9392
459,90.2757
460,90.6122
461,90.6878
462,90.7634
463,90.839
464,90.9146
465,90.9902
466,91.0657
467,91.1413
468,91.2169
469,91.2925
470,91.3681
471,91.7421
472,92.1162
473,92.4902
474,92.8643
475,93.2383
476,93.6123
477,93.9864
478,94.3604
479,94.7345
480,95.1085
481,94.7939
482,94.4793
483,94.1648
484,93.8502
485,93.5356
486,93.221
487,92.9064
488,92.5919
489,92.2773
490,91.9627
491,92.3388
492,92.7149
493,93.091
494,93.4671
495,93.8432
496,94.2193
497,94.5954
498,94.9715
499,95.3476
500,95.7237
501,95.8127
502,95.9016
503,95.9906
504,96.0795
505,96.1685
506,96.2575
507,96.3464
508,96.4354
509,96.5243
510,96.6133
511,96.6649
512,96.7164
513,96.768
514,96.8196
515,96.8712
516,96.9227
517,96.9743
518,97.0259
519,97.0774
520,97.129
521,97.626
522,98.123
523,98.62
524,99.117
525,99.614
526,100.111
527,100.608
528,101.105
529,101.602
530,102.099
531,101.965
532,101.83
533,101.696
534,101.561
535,101.427
536,101.292
537,101.158
538,101.024
539,100.889
540,100.755
541,100.911
542,101.067
543,101.223
544,101.38
545,101.536
546,101.692
547,101.848
548,102.005
549,102.161
550,102.317
551,102.085
552,101.854
553,101.622
554,101.39
555,101.158
556,100.927
557,100.695
558,100.463
559,100.232
560,100
561,99.7735
562,99.547
563,99.3205
564,99.094
